source_point_id,time_s,rotary_phase_rad,X,Y,Z,A_rad,C_rad
point-0000824,713.813706920,5.846852994,-318.331539071,-257.400000000,154.337824429,1.570796327,-4.276056667
point-0000825,714.686371546,5.759586532,-329.185842870,-257.400000000,126.066604984,1.570796327,-4.188790205
point-0000826,715.559036172,5.672320069,-337.534843638,-257.400000000,96.956951154,1.570796327,-4.101523742
point-0000827,716.431700798,5.585053606,-343.315000436,-257.400000000,67.230404983,1.570796327,-4.014257280
point-0000828,717.304365424,5.497787144,-346.482322781,-257.400000000,37.113203436,1.570796327,-3.926990817
point-0000829,718.177030050,5.410520681,-347.012705439,-257.400000000,6.834556601,1.570796327,-3.839724354
point-0000830,719.049694676,5.323254219,-344.902111876,-257.400000000,-23.375096735,1.570796327,-3.752457892
point-0000831,719.922359302,5.235987756,-340.166604984,-257.400000000,-53.285842870,1.570796327,-3.665191429
point-0000832,720.795023928,5.148721293,-332.842224830,-257.400000000,-82.670042966,1.570796327,-3.577924967
point-0000833,721.667688554,5.061454831,-322.984714369,-257.400000000,-111.304065516,1.570796327,-3.490658504
point-0000834,722.540353180,4.974188368,-310.669095209,-257.400000000,-138.969988320,1.570796327,-3.403392041
point-0000835,723.413017806,4.886921906,-295.989096647,-257.400000000,-165.457256999,1.570796327,-3.316125579
point-0000836,724.285682432,4.799655443,-279.056442336,-257.400000000,-190.564287447,1.570796327,-3.228859116
point-0000837,725.158347058,4.712388980,-260.000000000,-257.400000000,-214.100000000,1.570796327,-3.141592654
point-0000838,726.031011684,4.625122518,-238.964800672,-257.400000000,-235.885273675,1.570796327,-3.054326191
point-0000839,726.903676310,4.537856055,-216.110934920,-257.400000000,-255.754309386,1.570796327,-2.967059728
point-0000840,727.776340936,4.450589593,-191.612334462,-257.400000000,-273.555891773,1.570796327,-2.879793266
point-0000841,728.649005562,4.363323130,-165.655448439,-257.400000000,-289.154540045,1.570796327,-2.792526803
point-0000842,729.521670188,4.276056667,-138.437824429,-257.400000000,-302.431539071,1.570796327,-2.705260341
point-0000843,730.394334814,4.188790205,-110.166604984,-257.400000000,-313.285842870,1.570796327,-2.617993878
point-0000844,731.266999440,4.101523742,-81.056951154,-257.400000000,-321.634843638,1.570796327,-2.530727415
point-0000845,732.139664066,4.014257280,-51.330404983,-257.400000000,-327.415000436,1.570796327,-2.443460953
point-0000846,733.012328692,3.926990817,-21.213203436,-257.400000000,-330.582322781,1.570796327,-2.356194490
point-0000847,733.884993318,3.839724354,9.065443399,-257.400000000,-331.112705439,1.570796327,-2.268928028
point-0000848,734.757657944,3.752457892,39.275096735,-257.400000000,-329.002111876,1.570796327,-2.181661565
point-0000849,735.630322570,3.665191429,69.185842870,-257.400000000,-324.266604984,1.570796327,-2.094395102
point-0000850,736.502987196,3.577924967,98.570042966,-257.400000000,-316.942224830,1.570796327,-2.007128640
point-0000851,737.375651822,3.490658504,127.204065516,-257.400000000,-307.084714369,1.570796327,-1.919862177
point-0000852,738.248316448,3.403392041,154.869988320,-257.400000000,-294.769095209,1.570796327,-1.832595715
point-0000853,739.120981074,3.316125579,181.357256999,-257.400000000,-280.089096647,1.570796327,-1.745329252
point-0000854,739.993645700,3.228859116,206.464287447,-257.400000000,-263.156442336,1.570796327,-1.658062789
point-0000855,740.866310326,3.141592654,230.000000000,-257.400000000,-244.100000000,1.570796327,-1.570796327
point-0000856,741.738974952,3.054326191,251.785273675,-257.400000000,-223.064800672,1.570796327,-1.483529864
point-0000857,742.611639578,2.967059728,271.654309386,-257.400000000,-200.210934920,1.570796327,-1.396263402
point-0000858,743.484304204,2.879793266,289.455891773,-257.400000000,-175.712334462,1.570796327,-1.308996939
point-0000859,744.356968830,2.792526803,305.054540045,-257.400000000,-149.755448439,1.570796327,-1.221730476
point-0000860,745.229633456,2.705260341,318.331539071,-257.400000000,-122.537824429,1.570796327,-1.134464014
point-0000861,746.102298082,2.617993878,329.185842870,-257.400000000,-94.266604984,1.570796327,-1.047197551
point-0000862,746.974962708,2.530727415,337.534843638,-257.400000000,-65.156951154,1.570796327,-0.959931089
point-0000863,747.847627334,2.443460953,343.315000436,-257.400000000,-35.430404983,1.570796327,-0.872664626
point-0000864,748.720291960,2.356194490,346.482322781,-257.400000000,-5.313203436,1.570796327,-0.785398163
point-0000865,749.592956586,2.268928028,347.012705439,-257.400000000,24.965443399,1.570796327,-0.698131701
point-0000866,750.465621212,2.181661565,344.902111876,-257.400000000,55.175096735,1.570796327,-0.610865238
point-0000867,751.338285838,2.094395102,340.166604984,-257.400000000,85.085842870,1.570796327,-0.523598776
point-0000868,752.210950464,2.007128640,332.842224830,-257.400000000,114.470042966,1.570796327,-0.436332313
point-0000869,753.083615090,1.919862177,322.984714369,-257.400000000,143.104065516,1.570796327,-0.349065850
point-0000870,753.956279716,1.832595715,310.669095209,-257.400000000,170.769988320,1.570796327,-0.261799388
point-0000871,754.828944342,1.745329252,295.989096647,-257.400000000,197.257256999,1.570796327,-0.174532925
point-0000872,755.701608968,1.658062789,279.056442336,-257.400000000,222.364287447,1.570796327,-0.087266463
point-0000873,756.574273594,1.570796327,260.000000000,-257.400000000,245.900000000,1.570796327,0.000000000
point-0000874,757.446938220,1.483529864,238.964800672,-257.400000000,267.685273675,1.570796327,0.087266463
point-0000875,758.319602846,1.396263402,216.110934920,-257.400000000,287.554309386,1.570796327,0.174532925
point-0000876,759.192267472,1.308996939,191.612334462,-257.400000000,305.355891773,1.570796327,0.261799388
point-0000877,760.064932098,1.221730476,165.655448439,-257.400000000,320.954540045,1.570796327,0.349065850
point-0000878,760.937596724,1.134464014,138.437824429,-257.400000000,334.231539071,1.570796327,0.436332313
point-0000879,761.810261350,1.047197551,110.166604984,-257.400000000,345.085842870,1.570796327,0.523598776
point-0000880,762.682925976,0.959931089,81.056951154,-257.400000000,353.434843638,1.570796327,0.610865238
point-0000881,763.555590602,0.872664626,51.330404983,-257.400000000,359.215000436,1.570796327,0.698131701
point-0000882,764.428255228,0.785398163,21.213203436,-257.400000000,362.382322781,1.570796327,0.785398163
point-0000883,765.300919854,0.698131701,-9.065443399,-257.400000000,362.912705439,1.570796327,0.872664626
point-0000884,766.173584480,0.610865238,-39.275096735,-257.400000000,360.802111876,1.570796327,0.959931089
point-0000885,767.046249106,0.523598776,-69.185842870,-257.400000000,356.066604984,1.570796327,1.047197551
point-0000886,767.918913732,0.436332313,-98.570042966,-257.400000000,348.742224830,1.570796327,1.134464014
point-0000887,768.791578358,0.349065850,-127.204065516,-257.400000000,338.884714369,1.570796327,1.221730476
point-0000888,769.664242984,0.261799388,-154.869988320,-257.400000000,326.569095209,1.570796327,1.308996939
point-0000889,770.536907610,0.174532925,-181.357256999,-257.400000000,311.889096647,1.570796327,1.396263402
point-0000890,771.409572236,0.087266463,-206.464287447,-257.400000000,294.956442336,1.570796327,1.483529864
point-0000891,772.282236862,0.000000000,-230.000000000,-257.400000000,275.900000000,1.570796327,1.570796327
point-0000892,772.782236862,0.000000000,-230.000000000,-257.400000000,276.900000000,1.570796327,1.570796327
